what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1497162857367
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1497162857478
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1497162867616
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1497162869917
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1497162869926
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1497162870767
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1497162872349
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1497162872966
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1497162873685
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1497162877674
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1497162878274
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1497162894239
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1497162903717
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1497162915907
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1497162918338
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1497162919864
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1497162924048
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1497162924069
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1497162924620
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1497162924782
